	CO	NO2	O3	SO2	PM2.5	PM10	aqi
704	500.68	15.08	75.1	1.24	61.38	65.6	141.0
705	350.48	7.63	56.51	0.52	35.81	41.77	90.0
706	440.6	33.24	67.23	0.83	41.69	44.75	102.0
707	175.24	3.34	52.93	0.03	4.45	14.75	44.0
708	393.87	13.37	60.08	0.5	40.68	45.63	100.0
709	175.24	3.34	52.93	0.03	4.45	14.75	44.0
710	387.19	33.59	59.37	3.7	10.83	28.92	51.0
711	527.38	22.96	89.41	1.57	63.61	69.92	146.0
712	196.93	1.61	105.86	0.12	3.74	16.72	177.0
713	236.99	8.23	35.05	0.02	6.76	7.59	29.0
714	390.53	7.2	64.37	0.63	43.71	48.54	106.0
715	307.08	14.4	84.4	0.73	14.45	18.38	123.0
716	290.39	4.84	95.84	0.81	19.88	31.08	152.0
717	307.08	12.0	50.07	0.19	15.29	17.74	49.0
718	247.0	9.77	72.24	0.48	12.83	24.1	91.0
719	270.37	14.74	81.54	0.62	12.16	24.29	116.0
720	206.95	4.67	79.39	0.11	8.19	21.15	110.0
721	163.56	0.68	83.69	0.05	5.08	18.18	121.0
722	310.42	17.65	46.49	0.22	18.16	20.73	55.0
723	297.07	8.05	89.41	0.84	14.01	17.88	136.0
724	297.07	8.05	89.41	0.84	14.01	17.88	136.0
725	205.28	3.51	68.67	0.12	3.67	4.24	80.0
726	300.41	13.2	60.8	0.25	13.23	15.82	55.0
727	166.89	3.3	77.25	0.02	1.84	2.21	105.0
728	320.44	9.6	60.8	0.37	17.3	22.53	55.0
729	201.94	2.51	74.39	0.07	5.71	6.08	98.0
730	393.87	13.37	60.08	0.5	40.68	45.63	100.0
731	297.07	8.05	89.41	0.84	14.01	17.88	136.0
732	270.37	14.74	81.54	0.62	12.16	24.29	116.0
733	300.41	13.2	60.8	0.25	13.23	15.82	55.0
734	236.99	8.23	35.05	0.02	6.76	7.59	29.0
735	447.27	31.53	48.64	0.78	34.42	37.32	88.0
736	440.6	33.24	67.23	0.83	41.69	44.75	102.0
737	327.11	11.65	51.5	0.6	18.16	28.66	55.0
738	440.6	33.24	67.23	0.83	41.69	44.75	102.0
739	310.42	5.66	70.1	0.34	20.49	25.02	84.0
740	165.22	1.59	65.8	0.03	4.31	14.86	71.0
741	175.24	3.34	52.93	0.03	4.45	14.75	44.0
742	307.08	14.91	32.19	0.13	16.22	17.79	51.0
743	287.06	12.0	58.65	0.34	11.05	12.84	49.0
744	440.6	33.24	67.23	0.83	41.69	44.75	102.0
745	440.6	33.24	67.23	0.83	41.69	44.75	102.0
746	383.85	25.71	52.21	3.82	15.12	30.99	49.0
747	383.85	25.71	52.21	3.82	15.12	30.99	49.0
748	387.19	33.59	59.37	3.7	10.83	28.92	51.0
749	387.19	33.59	59.37	3.7	10.83	28.92	51.0
750	387.19	33.59	59.37	3.7	10.83	28.92	51.0
751	307.08	13.2	56.51	0.48	12.26	18.66	47.0
752	383.85	25.71	52.21	3.82	15.12	30.99	49.0
753	383.85	25.71	52.21	3.82	15.12	30.99	49.0
754	383.85	25.71	52.21	3.82	15.12	30.99	49.0
755	383.85	25.71	52.21	3.82	15.12	30.99	49.0
756	383.85	25.71	52.21	3.82	15.12	30.99	49.0
757	323.77	9.0	80.11	0.49	21.96	25.52	112.0
758	310.42	3.98	85.83	0.55	27.99	29.84	127.0
759	323.77	9.0	80.11	0.49	21.96	25.52	112.0
760	317.1	16.79	62.23	0.42	17.6	25.1	60.0
761	327.11	14.4	70.81	0.37	16.61	20.0	86.0
762	333.79	15.59	43.63	0.19	19.2	26.5	57.0
763	290.39	4.84	87.26	0.43	16.82	19.38	130.0
764	337.12	14.05	82.25	0.4	20.59	28.04	118.0
765	287.06	8.31	79.39	0.49	13.44	16.41	110.0
766	307.08	3.81	92.98	0.34	24.67	25.92	144.0
767	287.06	10.37	62.94	0.29	14.71	17.53	62.0
768	307.08	6.94	58.65	0.12	24.95	27.25	69.0
769	317.1	18.17	50.07	0.43	12.2	20.76	42.0
770	290.39	4.84	87.26	0.43	16.82	19.38	130.0
771	287.06	10.37	62.94	0.29	14.71	17.53	62.0
772	263.69	6.34	77.96	0.43	14.75	17.58	107.0
773	263.69	6.34	77.96	0.43	14.75	17.58	107.0
774	300.41	10.11	78.68	0.48	13.83	17.01	109.0
775	287.06	8.31	79.39	0.49	13.44	16.41	110.0
776	310.42	3.98	85.83	0.55	27.99	29.84	127.0
777	327.11	14.4	70.81	0.37	16.61	20.0	86.0
778	290.39	4.84	87.26	0.43	16.82	19.38	130.0
779	233.65	5.23	98.71	0.36	10.21	18.12	159.0
780	290.39	4.84	87.26	0.43	16.82	19.38	130.0
781	337.12	14.05	82.25	0.4	20.59	28.04	118.0
782	208.62	2.23	70.81	0.29	10.66	19.04	86.0
783	253.68	2.51	56.51	0.19	17.62	19.1	54.0
784	243.66	13.37	69.38	0.32	8.66	19.15	82.0
785	287.06	10.37	62.94	0.29	14.71	17.53	62.0
786	287.06	10.37	62.94	0.29	14.71	17.53	62.0
787	287.06	10.37	62.94	0.29	14.71	17.53	62.0
788	287.06	8.31	79.39	0.49	13.44	16.41	110.0
789	220.3	2.68	95.84	0.43	11.76	20.23	152.0
790	287.06	8.31	79.39	0.49	13.44	16.41	110.0
791	333.79	15.59	43.63	0.19	19.2	26.5	57.0
792	183.58	3.09	85.12	0.15	4.45	22.65	125.0
793	191.93	2.42	90.12	0.12	3.42	18.12	137.0
794	190.26	1.84	104.43	0.24	3.53	15.36	173.0
795	166.89	0.41	80.11	0.02	7.08	12.23	112.0
796	183.58	1.76	67.95	0.01	3.47	5.82	77.0
797	156.88	1.21	77.96	0.03	1.32	1.72	107.0
798	185.25	1.52	92.98	0.09	2.69	14.0	144.0
799	155.21	5.83	72.24	0.04	2.32	2.36	91.0
800	183.58	0.81	94.41	0.18	6.7	26.58	148.0
801	176.91	0.69	98.71	0.28	4.58	22.32	159.0
802	170.23	0.54	90.12	0.04	6.64	23.19	137.0
803	183.58	1.71	94.41	0.1	3.03	15.52	148.0
804	183.58	1.71	94.41	0.1	3.03	15.52	148.0
805	161.89	0.31	83.69	0.03	2.15	3.1	121.0
806	186.92	1.48	85.12	0.13	8.19	31.62	125.0
807	180.24	1.65	87.98	0.18	3.46	17.71	132.0
808	136.85	1.39	60.8	0.02	0.67	0.7	55.0
809	170.23	2.57	71.53	0.03	4.14	16.76	89.0
810	223.64	5.91	83.69	0.22	7.28	27.44	121.0
811	175.24	1.16	95.84	0.11	3.26	15.55	152.0
812	186.92	2.34	92.98	0.11	4.12	19.85	144.0
813	178.58	1.02	94.41	0.11	4.17	20.06	148.0
814	186.92	1.63	98.71	0.11	3.9	19.13	159.0
815	148.54	2.46	61.51	0.02	1.25	1.29	57.0
816	181.91	1.04	103.0	0.11	3.5	15.42	170.0
817	176.91	1.07	101.57	0.11	3.51	15.43	166.0
818	148.54	0.52	71.53	0.02	0.5	1.11	89.0
819	141.86	1.37	76.53	0.04	0.87	0.94	103.0
820	165.22	0.48	92.98	0.04	3.51	13.3	144.0
821	190.26	1.84	104.43	0.24	3.53	15.36	173.0
822	186.92	1.63	98.71	0.11	3.9	19.13	159.0
823	190.26	1.84	104.43	0.24	3.53	15.36	173.0
824	181.91	1.04	103.0	0.11	3.5	15.42	170.0
825	180.24	1.65	87.98	0.18	3.46	17.71	132.0
826	216.96	2.44	84.4	0.32	11.01	45.23	123.0
827	180.24	1.65	87.98	0.18	3.46	17.71	132.0
828	180.24	1.46	92.98	0.11	3.41	17.33	144.0
829	181.91	1.37	95.84	0.18	4.68	21.04	152.0
830	176.91	2.25	86.55	0.27	3.38	15.4	128.0
831	158.55	2.1	88.69	0.14	2.44	10.28	134.0
832	178.58	1.02	94.41	0.11	4.17	20.06	148.0
833	176.91	2.25	86.55	0.27	3.38	15.4	128.0
834	200.27	5.06	57.22	0.06	2.01	2.45	48.0
835	243.66	6.08	64.37	0.05	5.74	6.38	66.0
836	226.97	6.34	48.64	0.07	7.66	9.21	41.0
837	267.03	10.71	85.83	0.05	3.7	4.14	127.0
838	185.25	3.68	70.81	0.02	1.68	1.82	86.0
839	487.33	25.36	48.64	1.27	40.98	44.59	101.0
840	363.83	7.37	60.8	0.57	33.81	40.27	86.0
841	423.91	9.51	83.69	1.03	57.93	64.2	135.0
842	377.18	16.79	67.95	1.4	31.65	34.19	82.0
843	307.08	11.14	101.57	1.94	21.25	27.16	166.0
844	307.08	11.14	101.57	1.94	21.25	27.16	166.0
845	240.33	4.37	72.24	0.15	6.48	7.26	91.0
846	407.22	20.91	55.08	0.41	25.36	28.38	69.0
847	360.49	14.4	97.28	2.92	21.64	28.1	155.0
848	407.22	20.91	55.08	0.41	25.36	28.38	69.0
849	307.08	11.14	101.57	1.94	21.25	27.16	166.0
850	453.95	15.94	62.23	0.63	59.81	64.33	138.0
851	226.97	6.34	48.64	0.07	7.66	9.21	41.0
852	383.85	6.34	94.41	1.28	42.79	47.91	148.0
853	200.27	5.06	57.22	0.06	2.01	2.45	48.0
854	350.48	7.63	56.51	0.52	35.81	41.77	90.0
855	1201.63	141.2	2.75	9.42	84.4	90.96	161.0
856	273.71	6.0	60.08	0.21	15.58	17.18	53.0
857	400.54	5.83	66.52	0.63	39.93	45.66	99.0
858	200.27	8.14	42.92	0.02	3.05	3.7	36.0
859	440.6	8.31	63.66	0.72	48.38	53.11	115.0
860	453.95	23.99	62.23	1.04	35.62	41.52	90.0
861	200.27	8.14	42.92	0.02	3.05	3.7	36.0
862	145.2	0.8	58.65	0.03	0.67	0.81	49.0
863	383.85	9.77	86.55	1.86	55.85	57.89	130.0
864	480.65	38.04	68.67	2.3	41.98	46.75	103.0
865	487.33	25.36	48.64	1.27	40.98	44.59	101.0
866	357.15	16.62	49.35	0.81	28.0	30.22	75.0
867	367.17	5.01	83.69	0.92	37.81	42.0	121.0
868	226.97	6.34	48.64	0.07	7.66	9.21	41.0
869	267.03	10.71	85.83	0.05	3.7	4.14	127.0
870	240.33	4.37	72.24	0.15	6.48	7.26	91.0
871	273.71	6.0	60.08	0.21	15.58	17.18	53.0
872	243.66	5.27	70.81	0.16	13.32	16.5	86.0
873	407.22	20.91	55.08	0.41	25.36	28.38	69.0
874	360.49	14.4	97.28	2.92	21.64	28.1	155.0
875	480.65	38.04	68.67	2.3	41.98	46.75	103.0
876	277.04	6.0	58.65	0.5	14.12	18.36	49.0
877	580.79	52.78	66.52	2.83	68.07	74.18	151.0
878	250.34	5.74	50.07	0.17	13.97	15.4	45.0
879	360.49	14.4	97.28	2.92	21.64	28.1	155.0
880	423.91	9.51	83.69	1.03	57.93	64.2	135.0
881	360.49	14.4	97.28	2.92	21.64	28.1	155.0
882	440.6	8.31	63.66	0.72	48.38	53.11	115.0
883	527.38	22.96	89.41	1.57	63.61	69.92	146.0
884	216.96	9.17	54.36	0.03	1.92	2.15	46.0
885	514.03	20.91	49.35	0.8	66.78	70.97	150.0
886	407.22	20.91	55.08	0.41	25.36	28.38	69.0
887	257.02	7.03	50.07	0.05	7.04	8.97	42.0
888	433.92	12.68	54.36	0.66	43.69	48.68	106.0
889	267.03	10.71	85.83	0.05	3.7	4.14	127.0
890	453.95	23.99	62.23	1.04	35.62	41.52	90.0
891	226.97	6.34	48.64	0.07	7.66	9.21	41.0
892	1201.63	141.2	2.75	9.42	84.4	90.96	161.0
893	1201.63	141.2	2.75	9.42	84.4	90.96	161.0
894	1201.63	141.2	2.75	9.42	84.4	90.96	161.0
895	580.79	52.78	66.52	2.83	68.07	74.18	151.0
896	580.79	52.78	66.52	2.83	68.07	74.18	151.0
897	580.79	52.78	66.52	2.83	68.07	74.18	151.0
898	307.08	11.14	101.57	1.94	21.25	27.16	166.0
899	480.65	38.04	68.67	2.3	41.98	46.75	103.0
900	307.08	11.14	101.57	1.94	21.25	27.16	166.0
901	1201.63	141.2	2.75	9.42	84.4	90.96	161.0
902	580.79	52.78	66.52	2.83	68.07	74.18	151.0
903	580.79	52.78	66.52	2.83	68.07	74.18	151.0
904	1201.63	141.2	2.75	9.42	84.4	90.96	161.0
905	1201.63	141.2	2.75	9.42	84.4	90.96	161.0
906	1201.63	141.2	2.75	9.42	84.4	90.96	161.0
907	580.79	52.78	66.52	2.83	68.07	74.18	151.0
908	307.08	11.14	101.57	1.94	21.25	27.16	166.0
909	383.85	17.82	84.4	1.19	21.81	25.63	123.0
910	383.85	17.82	84.4	1.19	21.81	25.63	123.0
911	383.85	17.82	84.4	1.19	21.81	25.63	123.0
912	383.85	17.82	84.4	1.19	21.81	25.63	123.0
913	383.85	17.82	84.4	1.19	21.81	25.63	123.0
914	206.95	2.96	72.24	0.17	5.17	6.51	91.0
915	310.42	6.43	81.54	0.5	21.04	23.04	116.0
916	310.42	6.43	81.54	0.5	21.04	23.04	116.0
917	350.48	16.45	54.36	0.35	14.69	17.04	47.0
918	343.8	21.94	47.21	0.92	11.48	13.59	40.0
919	343.8	21.94	47.21	0.92	11.48	13.59	40.0
920	283.72	10.8	55.08	0.25	12.29	14.36	46.0
921	307.08	6.86	55.08	0.22	17.55	20.1	54.0
922	277.04	8.14	77.96	0.37	13.17	18.12	107.0
923	307.08	6.86	55.08	0.22	17.55	20.1	54.0
924	383.85	17.82	84.4	1.19	21.81	25.63	123.0
925	310.42	6.43	81.54	0.5	21.04	23.04	116.0
926	310.42	6.43	81.54	0.5	21.04	23.04	116.0
927	340.46	7.28	105.86	1.51	19.94	21.87	177.0
928	310.42	6.43	81.54	0.5	21.04	23.04	116.0
929	307.08	10.88	51.5	0.25	17.15	21.51	53.0
930	383.85	17.82	84.4	1.19	21.81	25.63	123.0
931	300.41	13.02	80.11	0.29	10.37	11.95	112.0
932	383.85	17.82	84.4	1.19	21.81	25.63	123.0
933	774.38	90.48	2.44	8.35	48.2	62.55	115.0
934	594.14	76.77	32.9	8.94	34.43	40.56	95.0
935	774.38	90.48	2.44	8.35	48.2	62.55	115.0
936	594.14	76.77	32.9	8.94	34.43	40.56	95.0
937	594.14	76.77	32.9	8.94	34.43	40.56	95.0
938	814.44	95.96	4.83	7.75	57.02	69.39	133.0
939	534.06	42.5	30.04	2.38	35.85	43.27	90.0
940	534.06	42.5	30.04	2.38	35.85	43.27	90.0
941	934.6	100.08	2.5	9.89	54.91	63.17	129.0
942	934.6	100.08	2.5	9.89	54.91	63.17	129.0
943	640.87	79.51	9.92	11.56	44.21	54.49	107.0
944	774.38	90.48	2.44	8.35	48.2	62.55	115.0
945	534.06	42.5	30.04	2.38	35.85	43.27	90.0
946	594.14	76.77	32.9	8.94	34.43	40.56	95.0
947	814.44	95.96	4.83	7.75	57.02	69.39	133.0
948	814.44	95.96	4.83	7.75	57.02	69.39	133.0
949	934.6	100.08	2.5	9.89	54.91	63.17	129.0
950	934.6	100.08	2.5	9.89	54.91	63.17	129.0
951	640.87	79.51	9.92	11.56	44.21	54.49	107.0
952	594.14	76.77	32.9	8.94	34.43	40.56	95.0
953	534.06	42.5	30.04	2.38	35.85	43.27	90.0
954	774.38	90.48	2.44	8.35	48.2	62.55	115.0
955	774.38	90.48	2.44	8.35	48.2	62.55	115.0
956	774.38	90.48	2.44	8.35	48.2	62.55	115.0
957	774.38	90.48	2.44	8.35	48.2	62.55	115.0
958	594.14	76.77	32.9	8.94	34.43	40.56	95.0
959	774.38	90.48	2.44	8.35	48.2	62.55	115.0
960	534.06	42.5	30.04	2.38	35.85	43.27	90.0
961	594.14	76.77	32.9	8.94	34.43	40.56	95.0
962	934.6	100.08	2.5	9.89	54.91	63.17	129.0
963	934.6	100.08	2.5	9.89	54.91	63.17	129.0
964	934.6	100.08	2.5	9.89	54.91	63.17	129.0
965	934.6	100.08	2.5	9.89	54.91	63.17	129.0
966	594.14	76.77	32.9	8.94	34.43	40.56	95.0
967	594.14	76.77	32.9	8.94	34.43	40.56	95.0
968	594.14	76.77	32.9	8.94	34.43	40.56	95.0
969	614.17	87.74	11.36	6.68	34.33	42.56	104.0
970	614.17	87.74	11.36	6.68	34.33	42.56	104.0
971	594.14	76.77	32.9	8.94	34.43	40.56	95.0
972	594.14	76.77	32.9	8.94	34.43	40.56	95.0
973	594.14	76.77	32.9	8.94	34.43	40.56	95.0
974	594.14	76.77	32.9	8.94	34.43	40.56	95.0
975	594.14	76.77	32.9	8.94	34.43	40.56	95.0
976	594.14	76.77	32.9	8.94	34.43	40.56	95.0
977	594.14	76.77	32.9	8.94	34.43	40.56	95.0
978	594.14	76.77	32.9	8.94	34.43	40.56	95.0
979	594.14	76.77	32.9	8.94	34.43	40.56	95.0
980	594.14	76.77	32.9	8.94	34.43	40.56	95.0
981	594.14	76.77	32.9	8.94	34.43	40.56	95.0
982	594.14	76.77	32.9	8.94	34.43	40.56	95.0
983	594.14	76.77	32.9	8.94	34.43	40.56	95.0
984	614.17	87.74	11.36	6.68	34.33	42.56	104.0
985	594.14	76.77	32.9	8.94	34.43	40.56	95.0
986	614.17	87.74	11.36	6.68	34.33	42.56	104.0
987	377.18	33.24	65.8	10.25	18.37	21.06	71.0
988	383.85	35.64	62.94	9.89	19.06	22.12	62.0
989	594.14	76.77	32.9	8.94	34.43	40.56	95.0
990	594.14	76.77	32.9	8.94	34.43	40.56	95.0
991	377.18	33.24	65.8	10.25	18.37	21.06	71.0
992	594.14	76.77	32.9	8.94	34.43	40.56	95.0
993	614.17	87.74	11.36	6.68	34.33	42.56	104.0
994	640.87	79.51	9.92	11.56	44.21	54.49	107.0
995	640.87	79.51	9.92	11.56	44.21	54.49	107.0
996	640.87	79.51	9.92	11.56	44.21	54.49	107.0
997	640.87	79.51	9.92	11.56	44.21	54.49	107.0
998	640.87	79.51	9.92	11.56	44.21	54.49	107.0
999	774.38	90.48	2.44	8.35	48.2	62.55	115.0
1000	774.38	90.48	2.44	8.35	48.2	62.55	115.0
1001	774.38	90.48	2.44	8.35	48.2	62.55	115.0
1002	774.38	90.48	2.44	8.35	48.2	62.55	115.0
1003	614.17	87.74	11.36	6.68	34.33	42.56	104.0
1004	614.17	87.74	11.36	6.68	34.33	42.56	104.0
1005	293.73	12.51	80.11	1.43	9.34	11.99	112.0
1006	370.5	21.94	49.35	1.46	15.56	18.83	50.0
1007	383.85	30.16	52.93	2.35	18.36	21.15	55.0
1008	367.17	28.79	63.66	6.97	18.28	21.02	64.0
1009	203.61	3.73	70.81	0.07	2.68	5.17	86.0
1010	383.85	30.16	52.93	2.35	18.36	21.15	55.0
1011	313.76	14.57	85.12	1.58	11.44	13.43	125.0
1012	387.19	19.19	47.92	2.03	23.89	26.97	66.0
1013	363.83	17.99	72.96	1.88	18.33	20.51	93.0
1014	370.5	21.94	49.35	1.46	15.56	18.83	50.0
1015	370.5	21.94	49.35	1.46	15.56	18.83	50.0
1016	203.61	3.73	70.81	0.07	2.68	5.17	86.0
1017	367.17	28.79	63.66	6.97	18.28	21.02	64.0
1018	383.85	30.16	52.93	2.35	18.36	21.15	55.0
1019	367.17	28.79	63.66	6.97	18.28	21.02	64.0
1020	367.17	28.79	63.66	6.97	18.28	21.02	64.0
1021	367.17	28.79	63.66	6.97	18.28	21.02	64.0
1022	383.85	30.16	52.93	2.35	18.36	21.15	55.0
1023	367.17	28.79	63.66	6.97	18.28	21.02	64.0
1024	293.73	12.51	80.11	1.43	9.34	11.99	112.0
1025	383.85	30.16	52.93	2.35	18.36	21.15	55.0
1026	383.85	30.16	52.93	2.35	18.36	21.15	55.0
1027	383.85	35.64	62.94	9.89	19.06	22.12	62.0
1028	370.5	21.94	49.35	1.46	15.56	18.83	50.0
1029	253.68	13.37	54.36	0.39	5.09	10.74	46.0
1030	253.68	13.37	54.36	0.39	5.09	10.74	46.0
1031	363.83	26.73	35.76	0.95	9.33	14.79	33.0
1032	674.25	80.2	4.2	12.99	52.22	59.24	123.0
1033	674.25	80.2	4.2	12.99	52.22	59.24	123.0
1034	674.25	80.2	4.2	12.99	52.22	59.24	123.0
1035	520.71	63.75	20.56	5.54	31.88	38.13	82.0
1036	520.71	63.75	20.56	5.54	31.88	38.13	82.0
1037	520.71	63.75	20.56	5.54	31.88	38.13	82.0
1038	520.71	63.75	20.56	5.54	31.88	38.13	82.0
1039	520.71	63.75	20.56	5.54	31.88	38.13	82.0
1040	293.73	12.51	80.11	1.43	9.34	11.99	112.0
1041	370.5	21.94	49.35	1.46	15.56	18.83	50.0
1042	367.17	28.79	63.66	6.97	18.28	21.02	64.0
1043	460.63	52.09	17.88	11.21	39.35	45.52	97.0
1044	460.63	52.09	17.88	11.21	39.35	45.52	97.0
1045	520.71	63.75	20.56	5.54	31.88	38.13	82.0
1046	367.17	28.79	63.66	6.97	18.28	21.02	64.0
1047	640.87	79.51	9.92	11.56	44.21	54.49	107.0
1048	367.17	28.79	63.66	6.97	18.28	21.02	64.0
1049	200.27	4.03	65.8	0.06	3.25	6.25	71.0
1050	240.33	8.57	63.66	0.17	4.63	9.2	64.0
1051	640.87	79.51	9.92	11.56	44.21	54.49	107.0
1052	370.5	21.94	49.35	1.46	15.56	18.83	50.0
1053	367.17	28.79	63.66	6.97	18.28	21.02	64.0
1054	383.85	35.64	62.94	9.89	19.06	22.12	62.0
